Favwon,Prior,Market,Bet,Kelly,Month,Numberofsets,Wrank,Lrank,Markettotal
1,0.617249209,0.013384475,1,0.07769584,7,3,22,65,0.603864734
1,0.701520041,-0.163531863,1,0.087150849,7,3,20,139,0.865051903
1,0.597922618,0.023869805,1,0.088442446,7,3,35,64,0.574052813
1,0.713846927,-0.017147225,0,0.054065828,7,3,32,100,0.730994152
1,0.507038473,-0.069662796,1,0.032388831,7,3,52,68,0.576701269
0,0.640454818,0.029954208,1,0,7,3,55,121,0.610500611
1,0.65020198,0.011632375,1,0.096690659,7,3,155,159,0.638569604
0,0.563906821,0.01983718,1,0,7,3,62,135,0.544069641
1,0.71577051,-0.042954831,0,0,8,3,31,62,0.758725341
1,0.637017449,-0.128679335,1,0.070955651,8,3,45,268,0.765696784
1,0.767592634,-0.008804882,0,0.118290267,8,3,11,94,0.776397516
0,0.541061687,-0.095070628,1,0,8,3,33,68,0.636132316
1,0.8701259,0.005073997,1,0.277210812,8,3,7,107,0.865051903
0,0.789392487,-0.030279644,0,0,8,3,13,83,0.819672131
0,0.6077271,-0.06522041,1,0,8,3,51,61,0.67294751
1,0.703294233,-0.100564287,1,0.011490717,8,3,20,129,0.803858521
1,0.747690814,-0.109942119,1,0.015735128,8,3,21,159,0.857632933
1,0.637215415,0.012995689,1,0.090808534,8,3,53,78,0.624219725
1,0.5509339,-0.064450716,1,0,8,3,21,64,0.615384615
1,0.814454491,-0.046130707,0,0,8,3,12,121,0.860585198
1,0.666485342,-0.053975753,1,0,8,3,20,44,0.720461095
1,0.64980528,0.089894865,1,0.258143198,8,3,61,83,0.559910414
1,0.677456818,-0.052470189,0,0,8,3,12,36,0.729927007
1,0.549503099,-0.183634731,1,0.184270974,8,3,31,45,0.73313783
1,0.826233293,0.006561162,1,0.228492871,8,3,7,40,0.819672131
0,0.734302792,8.84018E-05,1,0,8,3,11,44,0.734214391
1,0.500917237,-0.044339034,0,0,8,3,53,68,0.54525627
1,0.55850096,-0.068851612,1,0.00311953,8,3,22,32,0.627352572
1,0.640204004,-0.147197571,1,0.10192815,8,3,20,61,0.787401575
0,0.533405536,-0.135938507,1,0,8,3,31,53,0.669344043
1,0.642737387,0.088413662,1,0.33207198,8,3,12,32,0.554323725
1,0.723751697,-0.069899097,1,0,8,3,7,21,0.793650794
1,0.778183251,-0.007980271,0,0.126028171,8,3,7,20,0.786163522
1,0.650091391,-0.158970098,1,0.108798725,8,3,7,12,0.809061489
1,0.539857962,-0.196519063,1,0.20456371,8,3,35,62,0.736377025
0,0.529792367,-0.14044892,1,0.137737809,8,3,24,27,0.670241287
1,0.515197048,-0.154146995,1,0.168395139,8,3,29,38,0.669344043
1,0.703285064,-0.032009053,0,0,8,3,23,44,0.735294118
1,0.631345604,0.024549488,1,0.361161848,8,3,52,206,0.606796117
1,0.531232855,-0.172002025,1,0.26426457,8,3,41,50,0.70323488
0,0.541042642,-0.040352707,0,0,8,3,19,66,0.581395349
1,0.541444663,-0.080445884,1,0.027577464,8,3,40,114,0.621890547
0,0.621633336,0.002054649,1,0,8,3,74,106,0.619578686
1,0.716017836,-0.067681223,1,0,8,3,13,28,0.78369906
1,0.707935017,-0.103753295,1,0.018260475,8,3,25,33,0.811688312
1,0.670481874,0.001137831,1,0.082130544,8,3,18,34,0.669344043
0,0.612409616,-0.025345486,0,0,8,3,17,47,0.637755102
0,0.700335878,-0.135784524,1,0,8,3,39,355,0.836120401
0,0.533905597,-0.076595014,1,0,8,3,53,83,0.610500611
0,0.533963996,-0.291118512,1,0,8,3,31,36,0.825082508
1,0.858143424,-0.025248803,0,0.068055274,8,3,11,256,0.883392226
0,0.549695574,-0.059317824,0,0,8,3,118,132,0.609013398
0,0.587506666,-0.056823231,0,0,8,3,14,51,0.644329897
0,0.561250514,-0.124620542,1,0,8,3,20,71,0.685871056
1,0.738357447,0.114137722,1,0.588226617,8,3,16,45,0.624219725
1,0.581368981,-0.101691128,1,0.034660419,8,3,11,23,0.683060109
1,0.978602261,0.013351296,1,0.897151384,8,3,4,132,0.965250965
1,0.9164245,-0.056338145,1,0,8,3,1,50,0.972762646
1,0.872778618,-0.075987986,1,0,8,3,2,36,0.948766603
1,0.77125845,-0.039114321,0,0,8,3,12,86,0.810372771
1,0.75027994,-0.017769215,0,0.069182759,8,3,18,169,0.768049155
0,0.756217815,-0.037432979,0,0,8,3,12,74,0.793650794
1,0.772792767,-0.027207233,0,0.039968992,8,3,9,40,0.8
0,0.514454491,-0.179989954,1,0.200961664,8,3,51,71,0.694444444
0,0.509659928,-0.143934843,1,0.155006825,8,3,16,38,0.653594771
1,0.693059857,-0.199797285,1,0.129934847,8,3,66,355,0.892857143
0,0.690116637,-0.013118244,0,0,8,3,10,27,0.70323488
1,0.525078728,-0.054967676,0,0,8,3,13,25,0.580046404
1,0.633539961,-0.141653838,1,0.071201959,8,3,47,52,0.775193798
0,0.716422728,0.073749206,1,0,8,3,7,13,0.642673522
0,0.865945724,-0.0739039,1,0,8,3,3,83,0.939849624
1,0.53476342,-0.131903247,1,0.125450617,8,3,47,83,0.666666667
0,0.585367508,-0.058133136,0,0,8,3,27,74,0.643500644
0,0.804780232,-0.039814363,0,0,8,3,2,38,0.844594595
0,0.749445974,-0.121634165,1,0,8,3,6,71,0.871080139
1,0.916321544,0.037586922,1,0.535639156,8,3,4,18,0.878734622
1,0.802978509,-0.085120958,1,0,8,3,7,35,0.888099467
1,0.943344029,-0.033218471,0,0,8,3,1,66,0.9765625
1,0.506360939,-0.085355037,1,0.083694833,8,3,13,38,0.591715976
1,0.856811813,-0.034453784,0,0,8,3,1,9,0.891265597
1,0.569332601,0.00436085,1,0.17216829,8,3,47,71,0.564971751
1,0.561811567,-0.094356412,1,0.055629194,8,3,9,11,0.656167979
1,0.961235459,0.021385835,1,0.697393195,8,3,4,74,0.939849624
1,0.644211909,-0.097627854,1,0.042145055,8,3,13,71,0.741839763
1,0.597343037,-0.113894516,1,0.412393381,8,3,1,4,0.711237553
1,0.906567769,0.051866914,1,0.558176998,8,3,4,13,0.854700855
1,0.548082879,0.00578353,1,0.049030749,8,3,36,50,0.542299349
0,0.507527711,-0.297625268,1,0.334875456,8,3,63,185,0.805152979
1,0.682470348,0.003122522,1,0.095852752,8,3,44,45,0.679347826
0,0.561564004,-0.090326478,1,0,8,3,20,28,0.651890482
0,0.501313919,-0.036899213,0,0,8,3,15,29,0.538213132
1,0.565427239,-0.045819705,0,0,8,3,30,68,0.611246944
1,0.651179437,-0.000711045,0,0.065455266,8,3,32,33,0.651890482
1,0.705912174,0.01720694,1,0.154430563,8,3,43,46,0.688705234
0,0.547059594,-0.014738159,0,0,8,3,26,129,0.561797753
0,0.610275777,0.058399397,1,0,8,3,16,57,0.55187638
1,0.85549501,0.068093435,1,0.475632659,8,3,4,102,0.787401575
1,0.684356761,-0.146208023,1,0.075538519,8,3,29,185,0.830564784
1,0.801614489,0.123188438,1,0.494072894,8,3,23,112,0.678426052
0,0.707655736,-0.010735068,0,0,8,3,14,97,0.718390805
0,0.526797184,-0.075612454,1,0.033740192,8,3,17,40,0.602409639
1,0.618498996,0.083739637,1,0.230312725,8,3,13,19,0.534759358
1,0.667367513,-0.0448832,0,0,8,3,22,47,0.712250712
0,0.531306476,-0.168973636,1,0.172344804,8,3,24,38,0.700280112
1,0.668328382,-0.063736039,1,0,8,3,9,21,0.732064422
1,0.57661787,-0.025066847,1,0.231432929,8,3,39,73,0.601684717
0,0.500685104,-0.230309048,1,0.268295354,8,3,12,27,0.730994152
0,0.539149224,-0.010905782,0,0,8,3,36,57,0.550055006
1,0.513889822,-0.1158331,1,0.126063228,8,3,25,34,0.629722922
1,0.796129345,-0.073435872,1,0,8,3,80,80,0.869565217
1,0.60624833,-0.029075686,0,0,8,3,51,100,0.635324015
1,0.89789335,-0.072980437,1,0,8,3,1,32,0.970873786
1,0.845886937,0.011162396,1,0.274173492,8,3,7,38,0.834724541
1,0.831169151,0.006086643,1,0.23225064,8,3,5,26,0.825082508
1,0.687629334,-0.098534188,1,0.0124835,8,3,13,46,0.786163522
0,0.543977657,-0.023559233,0,0,8,3,40,80,0.56753689
1,0.797907659,-0.058256725,0,0,8,3,2,25,0.856164384
1,0.660195792,0.067075982,1,0.225971298,8,3,27,30,0.59311981
1,0.776019352,0.053476,1,0.319059536,8,3,10,87,0.722543353
1,0.715786708,0.086063786,1,0.318664814,8,3,10,20,0.629722922
1,0.528404028,-0.0086529,0,0,8,3,11,22,0.537056928
1,0.667801293,0.119555679,1,0.355222197,8,3,44,97,0.548245614
1,0.926982794,-0.047676075,1,0,8,3,1,80,0.974658869
1,0.882412719,-0.05216672,1,0,8,3,2,36,0.934579439
1,0.964337866,-0.004654382,0,0.492401708,8,3,3,100,0.968992248
0,0.762998506,0.017842023,1,0,8,3,4,44,0.745156483
1,0.821955504,-0.074101844,1,0,8,3,6,39,0.896057348
1,0.758080323,-0.071107073,1,0,8,3,7,27,0.829187396
0,0.549564737,-0.158650561,1,0,8,3,9,23,0.708215297
1,0.684639764,-0.022573815,0,0.021315091,8,3,5,13,0.707213579
1,0.53126152,-0.08602243,1,0.044521232,8,3,10,22,0.617283951
1,0.789233128,-0.031784934,0,0.018222275,8,3,7,44,0.821018062
0,0.658216743,-0.048996836,0,0,8,3,2,6,0.707213579
0,0.838572997,-0.060707579,1,0,8,3,1,22,0.899280576
1,0.668668994,-0.137782619,1,0.071763804,8,3,6,23,0.806451613
1,0.933490088,0.053208398,1,0.652051717,8,3,3,29,0.88028169
0,0.686757223,0.014714213,1,0,8,3,7,22,0.672043011
1,0.845537034,0.073932096,1,0.474763997,8,3,3,6,0.771604938
1,0.792669453,0.013853254,1,0.223756555,8,3,3,5,0.778816199
1,0.905332896,0.059309208,1,0.57161719,8,3,3,22,0.846023689
0,0.565128856,-0.048368077,1,0,8,3,54,75,0.613496933
0,0.508501022,-0.094635286,1,0.074947796,8,3,61,73,0.603136309
1,0.64176171,0.073579892,1,0.222360613,8,3,59,63,0.568181818
1,0.512707936,-0.134122595,1,0.156849896,8,3,81,94,0.64683053
1,0.688199909,-0.069375848,1,0,8,3,64,558,0.757575758
1,0.730511495,-0.009133475,0,0.093243729,8,3,83,173,0.73964497
1,0.648049483,0.039776977,1,0.160626233,8,3,66,87,0.608272506
1,0.629118437,0.025982128,1,0.115352427,8,3,70,80,0.603136309
1,0.5178633,-0.220689137,1,0.277814328,8,3,65,95,0.738552437
1,0.595241996,-0.13150219,1,0.085751544,8,3,100,114,0.726744186
0,0.519375972,-0.066104122,1,0.066372083,8,3,71,126,0.585480094
1,0.542643871,-0.034057397,1,0.109751244,8,3,92,109,0.576701269
0,0.522484242,-0.114458433,1,0.156112393,8,3,121,133,0.636942675
1,0.541531073,-0.043264248,1,0.120845376,8,3,69,101,0.584795322
1,0.500806,-0.198494699,1,0.195050486,8,3,60,68,0.699300699
1,0.61091573,-0.067510322,1,0,8,3,31,80,0.678426052
0,0.599379541,-0.05421523,0,0,8,3,40,173,0.653594771
1,0.57602812,-0.1838503,1,0.16500297,8,3,29,73,0.759878419
1,0.501800062,-0.136769542,1,0.150348191,8,3,75,96,0.638569604
0,0.618230579,0.010697165,1,0,8,3,23,121,0.607533414
1,0.572320125,-0.033006751,0,0,8,3,35,66,0.605326877
0,0.512118142,-0.067256134,1,0.037814562,8,3,105,126,0.579374276
1,0.707866097,0.008565398,1,0.131940292,8,3,45,59,0.699300699
1,0.575687178,0.020131622,1,0.065570861,8,3,46,64,0.555555556
1,0.690944061,-0.023341653,0,0.020585521,8,3,30,109,0.714285714
1,0.600660843,0.053614891,1,0.19546687,8,3,27,100,0.547045952
1,0.601917618,0.062543292,1,0.167614944,8,3,32,101,0.539374326
1,0.757739181,-0.028424341,0,0.029508511,8,3,43,94,0.786163522
0,0.610339801,-0.063514647,1,0,8,3,64,126,0.673854447
1,0.559672788,-0.09908874,1,0.058309847,8,3,29,40,0.658761528
1,0.528114872,-0.153084038,1,0.23360707,8,3,27,32,0.68119891
1,0.63740479,-0.046589738,0,0,8,3,35,75,0.683994528
1,0.547997519,-0.058063087,0,0,8,3,30,59,0.606060606
1,0.72079641,-0.01234142,0,0.074974752,8,3,22,95,0.73313783
0,0.547395166,-0.134733075,1,0,8,3,32,35,0.68212824
1,0.583475755,-0.025537643,0,0,8,3,30,43,0.609013398
1,0.50911358,-0.118238992,1,0.113905981,8,3,22,43,0.627352572
1,0.689291396,-0.047085629,0,0,8,3,29,126,0.736377025
0,0.637198487,-0.042149339,0,0,8,3,32,43,0.679347826
0,0.500202429,-0.176387558,1,0,8,3,29,32,0.676589986
1,0.967780066,-0.018413228,0,0.096711447,8,5,2,97,0.986193294
0,0.895875909,-0.060147035,1,0,8,5,33,88,0.956022945
1,0.877251944,-0.06792764,1,0,8,5,4,212,0.945179584
1,0.795442326,-0.135656371,1,0.05720666,8,5,9,92,0.931098696
0,0.66546721,-0.246941549,1,0,8,5,12,179,0.912408759
1,0.509998214,-0.436971482,1,0.440166725,8,5,21,492,0.946969697
1,0.670667581,-0.181121175,1,0.123203805,8,5,42,115,0.851788756
1,0.587667726,-0.106776718,1,0.059867147,8,5,69,124,0.694444444
1,0.596275721,-0.176521806,1,0.147965839,8,5,52,75,0.772797527
1,0.799845961,-0.081988254,1,0,8,5,26,206,0.881834215
1,0.646814624,-0.132001576,1,0.070668489,8,5,77,83,0.778816199
0,0.550520196,-0.088049408,1,0,8,5,30,38,0.638569604
1,0.512619688,-0.303040997,1,0.33352125,8,5,137,172,0.815660685
1,0.940670749,0.107337416,1,0.790793064,8,5,34,106,0.833333333
1,0.62033385,-0.034116412,0,0,8,5,150,302,0.654450262
0,0.653114743,-0.024392032,0,0,8,5,59,152,0.677506775
1,0.699131079,0.069408157,1,0.268269819,8,5,22,56,0.629722922
1,0.615616555,-0.086630636,1,0.008269519,8,5,64,118,0.702247191
0,0.861470193,0.015446505,1,0,8,5,40,134,0.846023689
1,0.879419526,-0.114221173,1,0.046015511,8,5,25,25,0.9936407
1,0.879945453,-0.100446704,1,0.028008848,8,5,7,62,0.980392157
1,0.871929252,-0.11038902,1,0.036771238,8,5,5,80,0.982318271
1,0.70129588,-0.281022391,1,0.219980076,8,5,17,101,0.982318271
1,0.754374581,-0.20716388,1,0.136271692,8,5,11,176,0.961538462
0,0.672595991,-0.277974351,1,0,8,5,29,95,0.950570342
1,0.640586062,-0.26357307,1,0.222177298,8,5,31,90,0.904159132
0,0.767665952,-0.181100651,1,0,8,5,14,247,0.948766603
1,0.862357878,-0.07397171,1,0,8,5,13,107,0.936329588
1,0.630524863,-0.014636428,0,0.017241053,8,5,45,87,0.64516129
1,0.796130018,-0.111310998,1,0.022735342,8,5,39,105,0.907441016
1,0.641655046,-0.259245855,1,0.213116674,8,5,35,108,0.900900901
1,0.645447032,-0.15583502,1,0.102688553,8,5,41,71,0.801282051
1,0.519373383,-0.259442817,1,0.289996847,8,5,50,63,0.778816199
0,0.600504402,-0.039700464,0,0,8,5,55,99,0.640204866
0,0.567157785,-0.063359239,1,0,8,5,89,116,0.630517024
1,0.521061343,-0.191189369,1,0.20956029,8,5,86,163,0.712250712
0,0.647443005,-0.060772292,1,0,8,5,44,67,0.708215297
0,0.528809563,-0.070710821,1,0.02204248,8,5,32,47,0.599520384
1,0.553769118,-0.038647943,0,0,8,5,36,94,0.592417062
0,0.723983084,0.162185331,1,0,8,5,82,104,0.561797753
1,0.530309028,-0.026483845,1,0.040340731,8,5,48,85,0.556792873
0,0.697869109,0.001490279,1,0,8,5,15,65,0.69637883
0,0.557984203,0.015096038,1,0,8,5,46,157,0.542888165
1,0.959537433,-0.03213254,1,0,8,5,1,112,0.991669972
1,0.859737147,-0.094916791,1,0.010244096,8,5,6,74,0.954653938
1,0.601714576,-0.137930394,1,0.099016603,8,5,66,185,0.73964497
1,0.595846502,-0.210605111,1,0.185976277,8,5,20,51,0.806451613
1,0.705184051,-0.155401147,1,0.083386872,8,5,24,78,0.860585198
1,0.629929919,-0.063551357,1,0,8,5,84,114,0.693481276
1,0.665234344,-0.042980954,0,0,8,5,23,113,0.708215297
1,0.62173063,-0.099770091,1,0.030198668,8,5,53,131,0.721500722
1,0.53552838,-0.169690238,1,0.170315336,8,5,109,149,0.705218618
0,0.579995413,-0.027538001,1,0,8,5,54,81,0.607533414
1,0.899355494,-0.084896474,1,0.013759618,8,5,3,49,0.984251969
1,0.872796441,-0.10567714,1,0.031917724,8,5,7,48,0.978473581
1,0.735800926,-0.22205348,1,0.154566218,8,5,9,150,0.957854406
1,0.846000099,-0.031192883,0,0.023172195,8,5,4,64,0.877192982
1,0.668175439,-0.017695617,0,0.026584743,8,5,10,58,0.685871056
0,0.521713221,-0.069303327,1,0.035056251,8,5,79,100,0.591016548
1,0.733147018,-0.156532697,1,0.080846207,8,5,43,256,0.889679715
1,0.527632309,-0.23572647,1,0.258883862,8,5,86,247,0.763358779
0,0.651312866,-0.159059906,1,0,8,5,31,63,0.810372771
1,0.67466685,-0.099326958,1,0.020717645,8,5,26,124,0.773993808
0,0.841313697,-0.025237429,0,0,8,5,18,128,0.866551127
1,0.648351318,-0.118519848,1,0.053274494,8,5,34,91,0.766871166
0,0.697065586,-0.057082227,0,0,8,5,27,102,0.754147813
1,0.666733318,-0.106064209,1,0.02990819,8,5,25,67,0.772797527
1,0.755089183,-0.021308332,0,0.057882334,8,5,22,152,0.776397516
0,0.559038498,-0.152199055,1,0,8,5,21,77,0.711237553
1,0.554449389,-0.075273533,1,0.023315933,8,5,38,42,0.629722922
1,0.727211606,0.014960894,1,0.164634584,8,5,88,172,0.712250712
0,0.518849282,-0.220795688,1,0.24683296,8,5,52,179,0.73964497
0,0.529826605,-0.119524045,1,0.104301899,8,5,68,146,0.649350649
0,0.564977472,-0.119017056,1,0,8,5,28,73,0.683994528
1,0.991859388,-0.000204104,0,0.650786471,8,5,2,134,0.992063492
1,0.936259033,-0.055410939,1,0.003247757,8,5,1,87,0.991669972
1,0.928484821,-0.059657471,1,0,8,5,3,81,0.988142292
1,0.883691507,-0.094782074,1,0.019373013,8,5,5,104,0.978473581
1,0.805063299,-0.129516141,1,0.048416353,8,5,11,55,0.934579439
1,0.539716466,-0.182826887,1,0.189362801,8,5,17,39,0.722543353
1,0.771615571,0.011737152,1,0.196101879,8,5,43,128,0.759878419
1,0.79975939,-0.028055179,0,0.043558648,8,5,10,79,0.82781457
0,0.53547581,-0.240921706,1,0,8,5,41,95,0.776397516
1,0.713298936,0.069798292,1,0.283160098,8,5,47,157,0.643500644
1,0.574821522,-0.1572429,1,0.132483794,8,5,65,89,0.732064422
1,0.55456808,-0.099026692,1,0.059117402,8,5,35,36,0.653594771
1,0.598608913,-0.081663196,1,0.011022198,8,5,23,114,0.680272109
0,0.550923624,-0.040792352,0,0,8,5,73,109,0.591715976
0,0.533436372,-0.0939162,1,0,8,5,102,146,0.627352572
1,0.950591801,-0.025970699,0,0,8,5,2,38,0.9765625
1,0.882999451,-0.048099245,0,0,8,5,4,172,0.931098696
0,0.821991386,-0.08053569,1,0,8,5,6,66,0.902527076
1,0.699839923,-0.085089433,1,0.002963977,8,5,22,179,0.784929356
1,0.595128684,-0.121203694,1,0.082321848,8,5,21,86,0.716332378
0,0.663089307,-0.091058506,1,0,8,5,17,25,0.754147813
1,0.603132983,-0.12572999,1,0.083177374,8,5,9,34,0.728862974
1,0.557734306,-0.161690155,1,0.152427187,8,5,11,26,0.71942446
0,0.702935686,-0.030202144,0,0,8,5,20,53,0.73313783
1,0.905789571,-0.07268401,1,0.002331676,9,5,7,63,0.978473581
1,0.870971808,-0.107501774,1,0.032999907,9,5,3,47,0.978473581
1,0.795779447,-0.09232002,1,0.007324733,9,5,5,35,0.888099467
1,0.77859395,0.03785321,1,0.283086411,9,5,10,53,0.740740741
1,0.657777055,0.008426405,1,0.095285473,9,5,43,109,0.649350649
0,0.610819533,-0.001925565,1,0,9,5,23,65,0.612745098
0,0.57484805,-0.102658725,1,0,9,5,13,24,0.677506775
1,0.692299996,-0.095101578,1,0.010782203,9,5,66,102,0.787401575
1,0.939983439,-0.052080053,1,0.005578534,9,5,1,95,0.992063492
0,0.752595608,-0.20709729,1,0,9,5,7,22,0.959692898
1,0.843268265,0.048355706,1,0.401191687,9,5,4,21,0.79491256
1,0.502867677,-0.092370418,1,0.060115012,9,5,9,11,0.595238095
1,0.901857522,-0.088241488,1,0.02480615,9,5,1,43,0.99009901
1,0.947161223,-0.016229914,0,0.185376178,9,5,2,25,0.963391137
1,0.651165283,0.022234465,1,0.123279615,9,5,24,66,0.628930818
1,0.893912556,-0.058468396,1,0,9,5,3,65,0.952380952
0,0.609704546,-0.112838807,1,0,9,5,4,9,0.722543353
0,0.548760826,-0.189791611,1,0,9,5,5,10,0.738552437
1,0.912429482,-0.050961655,1,0,9,5,2,22,0.963391137
0,0.694615952,-0.089083108,1,0,9,5,3,10,0.78369906
1,0.838044583,-0.130947665,1,0.05576979,9,5,1,24,0.968992248
1,0.900608289,-0.046361408,1,0,9,5,2,9,0.946969697
1,0.794822275,-0.04977232,1,0,9,5,1,10,0.844594595
1,0.664898675,0.070368354,1,0.237416705,9,5,1,2,0.594530321
1,0.891683253,-0.079190534,1,0.002145152,9,3,20,334,0.970873786
0,0.763262688,-0.131191695,1,0,9,3,63,63,0.894454383
1,0.586241289,-0.023514809,0,0,9,3,31,73,0.609756098
0,0.628832624,-0.20173216,1,0,9,3,39,239,0.830564784
1,0.710201454,-0.147431479,1,0.072234935,9,3,74,310,0.857632933
1,0.854681282,-0.013374274,0,0.155101442,9,3,17,941,0.868055556
1,0.662235876,-0.127653539,1,0.058063143,9,3,47,210,0.789889415
1,0.783855298,-0.049478035,0,0,9,3,44,207,0.833333333
0,0.590538953,-0.123746761,1,0,9,3,58,66,0.714285714
1,0.653073445,0.104827831,1,0.333366259,9,3,34,48,0.548245614
0,0.517320908,-0.045108789,1,0.016287813,9,3,85,155,0.562429696
0,0.532637182,-0.038139074,1,0,9,3,80,99,0.570776256
0,0.530887811,-0.011411538,1,0.011128184,9,3,61,90,0.542299349
0,0.668712127,0.116225939,1,0,9,3,69,96,0.552486188
1,0.51880387,-0.09848008,1,0.071997652,9,3,75,110,0.617283951
0,0.630725657,0.094819976,1,0,9,3,56,302,0.535905681
1,0.841156137,0.071925367,1,0.459584241,9,3,8,66,0.769230769
0,0.670316902,-0.1097143,1,0,9,3,20,74,0.780031201
1,0.503168747,-0.151281515,1,0.146576673,9,3,28,78,0.654450262
1,0.549029373,-0.108000851,1,0.24853064,9,3,76,112,0.657030223
1,0.640058621,-0.1637999,1,0.110694721,9,3,80,239,0.803858521
1,0.937480947,-0.013089395,0,0.226110033,9,3,36,949,0.950570342
1,0.657494391,0.022170375,1,0.126924965,9,3,31,110,0.635324015
0,0.519343019,-0.106439209,1,0.091305933,9,3,46,111,0.625782228
1,0.566043561,-0.032042563,0,0,9,3,79,93,0.598086124
1,0.519013623,-0.112299509,1,0.14270848,9,3,138,254,0.631313131
0,0.504876504,-0.14786501,1,0.1631273,9,3,23,62,0.652741514
1,0.610050392,0.039924965,1,0.130548381,9,3,83,89,0.570125428
1,0.612938616,-0.097288657,1,0.025968918,9,3,47,139,0.710227273
0,0.659596583,-0.05063069,0,0,9,3,32,92,0.710227273
0,0.50723258,-0.130522522,1,0.121915474,9,3,45,81,0.637755102
1,0.557204772,0.003494916,1,0.016187682,9,3,52,174,0.553709856
1,0.684217155,-0.157533687,1,0.095042066,9,3,34,174,0.841750842
1,0.778942357,0.037102595,1,0.280034416,9,3,44,85,0.741839763
0,0.72399398,-0.035884439,0,0,9,3,17,112,0.759878419
1,0.800570008,-0.06001519,1,0,9,3,36,302,0.860585198
1,0.598322374,-0.11596334,1,0.407798481,9,3,89,92,0.714285714
0,0.571895703,-0.233257276,1,0,9,3,25,45,0.805152979
0,0.541293125,-0.045561335,0,0,9,3,22,79,0.58685446
1,0.642376571,-0.13765463,1,0.077555757,9,3,46,46,0.780031201
1,0.633460311,-0.096466696,1,0.023736637,9,3,78,254,0.729927007
1,0.612424861,0.020708884,1,0.090460851,9,3,62,90,0.591715976
1,0.786093641,0.077878343,1,0.3873809,9,3,16,69,0.708215297
1,0.817491984,-0.072187732,1,0,9,3,8,80,0.889679715
0,0.593595711,-0.223397753,1,0,9,3,34,89,0.816993464
1,0.696519483,-0.033407524,0,0,9,3,36,62,0.729927007
0,0.504487111,-0.089337117,1,0.049019885,9,3,78,79,0.593824228
1,0.604739041,-0.126255111,1,0.075162587,9,3,44,45,0.730994152
1,0.601388336,0.01931616,1,0.079672039,9,3,16,31,0.582072177
1,0.560979776,-0.056304175,1,0.21874556,9,3,46,112,0.617283951
1,0.544003991,-0.020330095,1,0.090712805,9,3,47,74,0.564334086
1,0.66520669,0.015011631,1,0.116066222,9,3,16,79,0.650195059
1,0.783627387,-0.079930471,1,0,9,3,36,112,0.863557858
1,0.527377756,-0.159435431,1,0.172120259,9,3,74,89,0.686813187
1,0.69785827,-0.108593343,1,0.030206596,9,3,8,44,0.806451613
1,0.65754149,-0.074522931,1,0,9,3,36,74,0.732064422
0,0.67595888,-0.031254699,0,0,9,3,8,16,0.707213579
1,0.815482058,-0.155391728,1,0.074694155,9,3,25,616,0.970873786
0,0.617837154,-0.078541676,1,0,9,3,42,75,0.69637883
1,0.875316157,0.114281149,1,0.611045846,9,3,59,491,0.761035008
1,0.552303984,-0.143106308,1,0.116820877,9,3,60,65,0.695410292
0,0.632290522,0.00493795,1,0,9,3,58,62,0.627352572
1,0.699142654,-0.055005158,0,0,9,3,63,168,0.754147813
0,0.823690129,0.147100142,1,0,9,3,98,140,0.676589986
0,0.503023883,-0.085904268,1,0.066969083,9,3,83,95,0.588928151
1,0.727194408,0.091870393,1,0.579702188,9,3,66,69,0.635324015
1,0.592639301,-0.013421305,0,0,9,3,50,80,0.606060606
1,0.534003061,-0.102939614,1,0.071608392,9,3,53,139,0.636942675
0,0.531589887,-0.289428175,1,0,9,3,45,457,0.821018062
1,0.59069782,-0.099909915,1,0.035630707,9,3,40,74,0.690607735
0,0.545801568,-0.164425704,1,0,9,3,89,123,0.710227273
0,0.556265731,-0.129605325,1,0,9,3,54,81,0.685871056
1,0.539614102,-0.102234422,1,0.061740562,9,3,46,72,0.641848524
1,0.961455176,0.016275592,1,0.667971999,9,3,4,140,0.945179584
1,0.758248003,-0.136206379,1,0.058397103,9,3,47,332,0.894454383
1,0.785838822,-0.108615561,1,0.021063343,9,3,20,85,0.894454383
1,0.815914198,-0.061278784,1,0,9,3,6,63,0.877192982
1,0.738812955,-0.061187045,1,0,9,3,25,123,0.8
1,0.51846261,-0.209339428,1,0.268332528,9,3,40,59,0.727802038
1,0.714789991,-0.099542257,1,0.00905625,9,3,33,90,0.814332248
1,0.790145342,-0.02154297,0,0.072219832,9,3,36,126,0.811688312
1,0.670394682,0.059894072,1,0.446501817,9,3,77,109,0.610500611
0,0.637005827,-0.061318196,0,0,9,3,17,62,0.698324022
0,0.533310079,-0.163068752,1,0,9,3,44,48,0.69637883
0,0.625839112,0.079391024,1,0,9,3,60,75,0.546448087
1,0.703442413,-0.134078525,1,0.064575854,9,3,33,54,0.837520938
1,0.858709572,-0.010855646,0,0.174006513,9,3,9,83,0.869565217
1,0.657694362,-0.00280762,0,0.065568739,9,3,77,457,0.660501982
1,0.645325821,0.007570719,1,0.082671914,9,3,14,50,0.637755102
1,0.790055226,0.018450288,1,0.235045414,9,3,11,56,0.771604938
1,0.80121289,0.063749763,1,0.376512043,9,3,10,48,0.737463127
0,0.569230251,-0.130070449,1,0,9,3,36,66,0.699300699
1,0.710212749,0.004994131,1,0.121949647,9,3,20,47,0.705218618
1,0.623289053,-0.004063519,0,0.03876618,9,3,26,139,0.627352572
